Category,City,Country,Customer.ID,Customer.Name,Discount,Market,记录数,Order.Date,Order.ID,Order.Priority,Product.ID,Product.Name,Profit,Quantity,Region,Row.ID,Sales,Segment,Ship.Date,Ship.Mode,Shipping.Cost,State,Sub.Category,Year,Market2,weeknum
Furniture,Houston,United States,CU-14348,Customer 2733,0.05,US,1,2021-03-25 00:00:00.000,US-2021-707957,Critical,FUR-70635,Storage Product 863,63.869,5,West,2734,852.38,Corporate,2021-04-01 00:00:00.000,Second Class,16.36,Illinois,Storage,2021,North America,12
Technology,Houston,United States,CU-70980,Customer 2734,0.25,US,1,2020-03-08 00:00:00.000,US-2020-928659,Low,TEC-36353,Accessories Product 378,411.047,3,East,2735,1407.11,Home Office,2020-03-13 00:00:00.000,First Class,33.65,Florida,Accessories,2020,North America,10
Furniture,Miami,United States,CU-61803,Customer 2735,0.4,US,1,2023-03-14 00:00:00.000,US-2023-838190,High,FUR-22905,Furnishings Product 637,-812.4029,6,South,2736,5852.66,Consumer,2023-03-19 00:00:00.000,Standard Class,31.23,Florida,Furnishings,2023,North America,11
Technology,Los Angeles,United States,CU-30046,Customer 2736,0.2,US,1,2022-01-12 00:00:00.000,US-2022-690966,Medium,TEC-28239,Machines Product 54,167.4205,2,East,2737,2328.83,Consumer,2022-01-22 00:00:00.000,First Class,7.24,Florida,Machines,2022,North America,2
Technology,Los Angeles,United States,CU-43648,Customer 2737,0.25,US,1,2020-01-09 00:00:00.000,US-2020-807203,Critical,TEC-33132,Accessories Product 632,-31.9127,1,West,2738,275.16,Home Office,2020-01-19 00:00:00.000,Second Class,18.67,Illinois,Accessories,2020,North America,2
Technology,Miami,United States,CU-48398,Customer 2738,0.0,US,1,2022-10-29 00:00:00.000,US-2022-428527,Critical,TEC-81327,Accessories Product 290,710.498,5,Central,2739,1918.5,Corporate,2022-11-03 00:00:00.000,Second Class,20.52,New York,Accessories,2022,North America,43
Technology,Chicago,United States,CU-48136,Customer 2739,0.3,US,1,2023-01-19 00:00:00.000,US-2023-688726,Medium,TEC-16955,Machines Product 573,-526.6252,6,East,2740,7494.2,Consumer,2023-01-22 00:00:00.000,Second Class,14.32,New York,Machines,2023,North America,3
Furniture,Los Angeles,United States,CU-84182,Customer 2740,0.2,US,1,2022-04-10 00:00:00.000,US-2022-354894,High,FUR-25565,Chairs Product 989,341.6159,5,East,2741,5308.13,Consumer,2022-04-18 00:00:00.000,Standard Class,21.48,Florida,Chairs,2022,North America,14
Office Supplies,Los Angeles,United States,CU-23090,Customer 2741,0.4,US,1,2023-12-11 00:00:00.000,US-2023-755940,Medium,OFF-22061,Supplies Product 821,673.8774,2,East,2742,2004.19,Consumer,2023-12-18 00:00:00.000,First Class,42.44,New York,Supplies,2023,North America,50
Office Supplies,New York,United States,CU-21135,Customer 2742,0.3,US,1,2021-03-26 00:00:00.000,US-2021-793545,Low,OFF-81306,Paper Product 822,227.2649,8,South,2743,802.97,Home Office,2021-03-27 00:00:00.000,Second Class,10.11,Illinois,Paper,2021,North America,12
Technology,New York,United States,CU-50581,Customer 2743,0.4,US,1,2023-10-04 00:00:00.000,US-2023-383568,Low,TEC-19110,Computers Product 621,1276.1655,10,East,2744,9529.32,Corporate,2023-10-08 00:00:00.000,Same Day,21.1,California,Computers,2023,North America,40
Furniture,Miami,United States,CU-75824,Customer 2744,0.3,US,1,2021-05-24 00:00:00.000,US-2021-836509,High,FUR-91658,Storage Product 148,139.2583,3,South,2745,2494.27,Home Office,2021-05-25 00:00:00.000,Second Class,12.06,Illinois,Storage,2021,North America,21
Technology,Los Angeles,United States,CU-57869,Customer 2745,0.0,US,1,2021-06-19 00:00:00.000,US-2021-904367,Critical,TEC-28145,Phones Product 534,1810.2706,10,South,2746,6483.46,Home Office,2021-06-26 00:00:00.000,First Class,32.99,Illinois,Phones,2021,North America,24
Office Supplies,Miami,United States,CU-38364,Customer 2746,0.15,US,1,2022-09-11 00:00:00.000,US-2022-897984,High,OFF-80810,Binders Product 686,649.8836,9,Central,2747,3524.32,Consumer,2022-09-12 00:00:00.000,Standard Class,49.39,California,Binders,2022,North America,36
Technology,Chicago,United States,CU-93160,Customer 2747,0.25,US,1,2022-01-11 00:00:00.000,US-2022-833343,High,TEC-98939,Accessories Product 318,-741.6391,3,South,2748,2475.46,Corporate,2022-01-16 00:00:00.000,Second Class,46.53,New York,Accessories,2022,North America,2
Furniture,Miami,United States,CU-98935,Customer 2748,0.05,US,1,2021-07-09 00:00:00.000,US-2021-241209,Medium,FUR-23458,Storage Product 740,224.7705,9,South,2749,1054.35,Home Office,2021-07-17 00:00:00.000,Second Class,48.81,California,Storage,2021,North America,27
Furniture,Chicago,United States,CU-45953,Customer 2749,0.05,US,1,2022-12-20 00:00:00.000,US-2022-210967,Low,FUR-40087,Storage Product 656,57.2702,1,West,2750,465.3,Consumer,2022-12-28 00:00:00.000,First Class,5.28,Texas,Storage,2022,North America,51
Technology,Chicago,United States,CU-66533,Customer 2750,0.4,US,1,2021-11-30 00:00:00.000,US-2021-325029,Critical,TEC-17318,Phones Product 660,2119.1946,6,West,2751,5892.91,Consumer,2021-12-01 00:00:00.000,Same Day,10.15,New York,Phones,2021,North America,48
Furniture,New York,United States,CU-25476,Customer 2751,0.3,US,1,2021-12-15 00:00:00.000,US-2021-272210,Critical,FUR-47443,Furnishings Product 428,250.0954,7,East,2752,1057.99,Consumer,2021-12-18 00:00:00.000,Standard Class,32.5,New York,Furnishings,2021,North America,50
Technology,Houston,United States,CU-32426,Customer 2752,0.25,US,1,2023-02-24 00:00:00.000,US-2023-726973,High,TEC-88415,Computers Product 34,360.0002,7,East,2753,1902.58,Corporate,2023-03-06 00:00:00.000,First Class,7.88,Illinois,Computers,2023,North America,8
Office Supplies,Houston,United States,CU-32986,Customer 2753,0.3,US,1,2021-03-02 00:00:00.000,US-2021-465796,Critical,OFF-48287,Art Product 789,1350.0476,4,Central,2754,4268.31,Consumer,2021-03-11 00:00:00.000,First Class,45.82,Florida,Art,2021,North America,9
Furniture,Chicago,United States,CU-63324,Customer 2754,0.25,US,1,2022-01-03 00:00:00.000,US-2022-483103,Low,FUR-61945,Furnishings Product 476,556.398,8,Central,2755,10789.92,Corporate,2022-01-13 00:00:00.000,Same Day,10.29,Florida,Furnishings,2022,North America,1
Office Supplies,Houston,United States,CU-75939,Customer 2755,0.25,US,1,2023-04-14 00:00:00.000,US-2023-578536,Low,OFF-50685,Supplies Product 894,-487.6761,10,Central,2756,9644.35,Corporate,2023-04-17 00:00:00.000,Standard Class,19.91,California,Supplies,2023,North America,15
Furniture,Houston,United States,CU-10881,Customer 2756,0.5,US,1,2020-04-04 00:00:00.000,US-2020-826267,Critical,FUR-38884,Storage Product 520,131.3928,1,South,2757,848.84,Home Office,2020-04-07 00:00:00.000,Same Day,22.88,Illinois,Storage,2020,North America,14
Office Supplies,Miami,United States,CU-93807,Customer 2757,0.25,US,1,2020-10-18 00:00:00.000,US-2020-744396,Medium,OFF-33660,Art Product 343,309.9354,1,West,2758,1146.32,Home Office,2020-10-21 00:00:00.000,First Class,12.32,California,Art,2020,North America,42
Technology,Chicago,United States,CU-74567,Customer 2758,0.2,US,1,2023-10-08 00:00:00.000,US-2023-496396,Medium,TEC-52491,Computers Product 980,2894.7904,7,East,2759,8095.12,Home Office,2023-10-10 00:00:00.000,Standard Class,11.05,New York,Computers,2023,North America,40
Furniture,Houston,United States,CU-81589,Customer 2759,0.25,US,1,2023-10-04 00:00:00.000,US-2023-428359,Medium,FUR-92846,Furnishings Product 887,254.0583,5,Central,2760,765.43,Home Office,2023-10-08 00:00:00.000,Same Day,31.92,California,Furnishings,2023,North America,40
Furniture,Houston,United States,CU-52164,Customer 2760,0.25,US,1,2023-08-14 00:00:00.000,US-2023-183013,Medium,FUR-10919,Storage Product 586,-354.0238,3,West,2761,2922.76,Corporate,2023-08-15 00:00:00.000,First Class,34.35,New York,Storage,2023,North America,33
Technology,Miami,United States,CU-65526,Customer 2761,0.05,US,1,2021-05-25 00:00:00.000,US-2021-991929,Low,TEC-83994,Phones Product 556,765.4936,2,South,2762,2915.8,Home Office,2021-06-04 00:00:00.000,First Class,15.75,Illinois,Phones,2021,North America,21
Office Supplies,Houston,United States,CU-18073,Customer 2762,0.05,US,1,2023-05-24 00:00:00.000,US-2023-129358,High,OFF-90872,Paper Product 503,5222.4946,10,West,2763,14309.99,Corporate,2023-05-30 00:00:00.000,Standard Class,48.3,Texas,Paper,2023,North America,21
Office Supplies,Chicago,United States,CU-21770,Customer 2763,0.0,US,1,2021-07-12 00:00:00.000,US-2021-638625,Medium,OFF-81479,Binders Product 643,493.4395,5,Central,2764,1721.9,Home Office,2021-07-19 00:00:00.000,First Class,45.72,Texas,Binders,2021,North America,28
Furniture,Houston,United States,CU-16311,Customer 2764,0.25,US,1,2021-11-04 00:00:00.000,US-2021-701636,Medium,FUR-70031,Storage Product 379,-15.4177,5,West,2765,297.41,Corporate,2021-11-12 00:00:00.000,Same Day,10.44,New York,Storage,2021,North America,44
Furniture,Miami,United States,CU-23182,Customer 2765,0.3,US,1,2020-07-08 00:00:00.000,US-2020-280182,High,FUR-82955,Chairs Product 210,1576.6364,10,South,2766,12721.06,Home Office,2020-07-15 00:00:00.000,Same Day,21.43,California,Chairs,2020,North America,28
Office Supplies,New York,United States,CU-64507,Customer 2766,0.0,US,1,2022-09-19 00:00:00.000,US-2022-728149,Low,OFF-59098,Art Product 398,2257.7677,7,Central,2767,6519.9,Home Office,2022-09-29 00:00:00.000,First Class,44.88,Illinois,Art,2022,North America,38
Office Supplies,New York,United States,CU-96248,Customer 2767,0.0,US,1,2022-10-15 00:00:00.000,US-2022-244185,Low,OFF-91777,Art Product 782,110.2,1,West,2768,855.19,Corporate,2022-10-20 00:00:00.000,Standard Class,41.64,Illinois,Art,2022,North America,41
Furniture,Houston,United States,CU-36806,Customer 2768,0.15,US,1,2023-05-15 00:00:00.000,US-2023-599809,High,FUR-84329,Furnishings Product 888,1103.7072,9,West,2769,4055.22,Corporate,2023-05-24 00:00:00.000,Same Day,24.04,New York,Furnishings,2023,North America,20
Office Supplies,Miami,United States,CU-99229,Customer 2769,0.5,US,1,2020-01-06 00:00:00.000,US-2020-191652,Low,OFF-40209,Art Product 240,66.1877,2,West,2770,234.87,Consumer,2020-01-14 00:00:00.000,Same Day,43.48,Illinois,Art,2020,North America,2
Office Supplies,Houston,United States,CU-22882,Customer 2770,0.05,US,1,2021-04-26 00:00:00.000,US-2021-251573,Critical,OFF-75958,Art Product 497,-476.263,8,East,2771,2593.01,Consumer,2021-05-06 00:00:00.000,Second Class,39.13,California,Art,2021,North America,17
Furniture,Los Angeles,United States,CU-28574,Customer 2771,0.15,US,1,2022-11-15 00:00:00.000,US-2022-289844,Low,FUR-50008,Tables Product 289,250.5996,3,East,2772,3702.76,Home Office,2022-11-24 00:00:00.000,Same Day,27.84,Illinois,Tables,2022,North America,46
Furniture,Chicago,United States,CU-48130,Customer 2772,0.2,US,1,2020-07-19 00:00:00.000,US-2020-248091,High,FUR-91547,Tables Product 606,595.6239,10,Central,2773,6692.91,Consumer,2020-07-20 00:00:00.000,Same Day,39.15,Illinois,Tables,2020,North America,29
Technology,Los Angeles,United States,CU-39248,Customer 2773,0.05,US,1,2022-10-18 00:00:00.000,US-2022-993228,Low,TEC-41268,Computers Product 507,231.1249,9,Central,2774,829.24,Consumer,2022-10-26 00:00:00.000,Second Class,47.58,Texas,Computers,2022,North America,42
Office Supplies,Los Angeles,United States,CU-75275,Customer 2774,0.4,US,1,2021-11-30 00:00:00.000,US-2021-334074,Medium,OFF-42234,Art Product 944,2642.5967,10,East,2775,8881.98,Corporate,2021-12-06 00:00:00.000,Standard Class,33.76,New York,Art,2021,North America,48
Office Supplies,Los Angeles,United States,CU-64847,Customer 2775,0.25,US,1,2020-06-16 00:00:00.000,US-2020-679899,High,OFF-47716,Paper Product 414,1062.0476,3,East,2776,2835.13,Corporate,2020-06-19 00:00:00.000,Second Class,26.89,New York,Paper,2020,North America,25
Technology,Miami,United States,CU-96038,Customer 2776,0.1,US,1,2020-12-02 00:00:00.000,US-2020-495828,Critical,TEC-47287,Phones Product 737,25.0136,2,South,2777,174.02,Corporate,2020-12-08 00:00:00.000,Standard Class,25.57,California,Phones,2020,North America,49
Office Supplies,New York,United States,CU-81010,Customer 2777,0.05,US,1,2021-11-12 00:00:00.000,US-2021-822143,High,OFF-13546,Binders Product 605,25.8042,2,South,2778,184.71,Consumer,2021-11-15 00:00:00.000,Second Class,32.26,California,Binders,2021,North America,45
Office Supplies,Houston,United States,CU-29231,Customer 2778,0.2,US,1,2023-10-01 00:00:00.000,US-2023-790710,Low,OFF-47859,Paper Product 502,2526.0127,10,Central,2779,14590.24,Home Office,2023-10-06 00:00:00.000,First Class,25.98,Texas,Paper,2023,North America,39
Furniture,New York,United States,CU-49460,Customer 2779,0.0,US,1,2023-03-11 00:00:00.000,US-2023-371156,High,FUR-65134,Tables Product 711,427.6474,5,West,2780,2608.45,Corporate,2023-03-17 00:00:00.000,First Class,44.28,Florida,Tables,2023,North America,10
Furniture,Houston,United States,CU-51681,Customer 2780,0.5,US,1,2020-10-02 00:00:00.000,US-2020-118008,Medium,FUR-13262,Storage Product 257,2087.0549,9,West,2781,6343.15,Corporate,2020-10-06 00:00:00.000,First Class,18.41,New York,Storage,2020,North America,40
Technology,Chicago,United States,CU-38677,Customer 2781,0.3,US,1,2020-07-19 00:00:00.000,US-2020-745132,Medium,TEC-73920,Machines Product 497,716.3889,10,Central,2782,3187.67,Consumer,2020-07-27 00:00:00.000,Standard Class,16.73,New York,Machines,2020,North America,29
Technology,New York,United States,CU-46051,Customer 2782,0.25,US,1,2021-06-11 00:00:00.000,US-2021-894055,Low,TEC-34384,Machines Product 295,62.668,1,West,2783,180.01,Corporate,2021-06-19 00:00:00.000,First Class,35.48,New York,Machines,2021,North America,23
Technology,Miami,United States,CU-16810,Customer 2783,0.4,US,1,2021-09-01 00:00:00.000,US-2021-997474,Critical,TEC-40960,Computers Product 166,1429.5462,6,East,2784,6583.9,Corporate,2021-09-05 00:00:00.000,Second Class,47.43,California,Computers,2021,North America,35
Office Supplies,New York,United States,CU-57933,Customer 2784,0.5,US,1,2020-07-17 00:00:00.000,US-2020-473689,Medium,OFF-64402,Supplies Product 967,691.9091,6,South,2785,5953.63,Consumer,2020-07-21 00:00:00.000,Second Class,33.81,Texas,Supplies,2020,North America,29
Technology,Chicago,United States,CU-97557,Customer 2785,0.5,US,1,2022-12-07 00:00:00.000,US-2022-197862,Low,TEC-23069,Phones Product 819,883.3974,10,Central,2786,3499.32,Corporate,2022-12-17 00:00:00.000,Standard Class,48.8,California,Phones,2022,North America,49
Office Supplies,Chicago,United States,CU-95971,Customer 2786,0.0,US,1,2021-04-26 00:00:00.000,US-2021-434662,High,OFF-34651,Art Product 831,485.993,7,East,2787,4044.35,Home Office,2021-05-01 00:00:00.000,Standard Class,46.32,Florida,Art,2021,North America,17
Technology,Chicago,United States,CU-38273,Customer 2787,0.0,US,1,2022-06-29 00:00:00.000,US-2022-294242,High,TEC-29440,Computers Product 284,-90.5407,5,Central,2788,1319.8,Home Office,2022-07-03 00:00:00.000,Same Day,30.43,California,Computers,2022,North America,26
Office Supplies,New York,United States,CU-95895,Customer 2788,0.15,US,1,2020-08-16 00:00:00.000,US-2020-935032,Critical,OFF-32374,Paper Product 314,250.692,3,West,2789,1934.43,Home Office,2020-08-21 00:00:00.000,Standard Class,34.59,Florida,Paper,2020,North America,33
Furniture,Los Angeles,United States,CU-29200,Customer 2789,0.5,US,1,2020-12-08 00:00:00.000,US-2020-418020,Low,FUR-84567,Tables Product 516,959.5094,10,West,2790,3689.75,Corporate,2020-12-11 00:00:00.000,Standard Class,8.51,New York,Tables,2020,North America,50
Furniture,Los Angeles,United States,CU-21799,Customer 2790,0.05,US,1,2022-06-21 00:00:00.000,US-2022-911832,Critical,FUR-74619,Tables Product 519,-324.2376,6,Central,2791,4411.59,Corporate,2022-07-01 00:00:00.000,First Class,14.47,New York,Tables,2022,North America,25
Furniture,Los Angeles,United States,CU-67354,Customer 2791,0.25,US,1,2022-12-31 00:00:00.000,US-2022-508789,Low,FUR-25353,Chairs Product 682,22.8066,5,South,2792,398.06,Corporate,2023-01-03 00:00:00.000,First Class,11.48,California,Chairs,2022,North America,52
Technology,Houston,United States,CU-55719,Customer 2792,0.0,US,1,2020-07-07 00:00:00.000,US-2020-594378,High,TEC-41346,Phones Product 600,20.6311,1,South,2793,58.76,Consumer,2020-07-15 00:00:00.000,First Class,38.77,Florida,Phones,2020,North America,28
Office Supplies,Houston,United States,CU-87626,Customer 2793,0.3,US,1,2022-01-19 00:00:00.000,US-2022-944032,Low,OFF-80248,Binders Product 163,1058.6882,4,Central,2794,2830.27,Corporate,2022-01-23 00:00:00.000,Standard Class,9.82,Illinois,Binders,2022,North America,3
Furniture,Los Angeles,United States,CU-21328,Customer 2794,0.5,US,1,2020-10-12 00:00:00.000,US-2020-155278,Medium,FUR-59892,Tables Product 157,72.9003,1,South,2795,597.77,Consumer,2020-10-16 00:00:00.000,First Class,38.96,California,Tables,2020,North America,42
Furniture,Houston,United States,CU-52730,Customer 2795,0.1,US,1,2023-02-14 00:00:00.000,US-2023-395018,Critical,FUR-54127,Chairs Product 977,3116.7968,6,Central,2796,7820.15,Consumer,2023-02-19 00:00:00.000,Same Day,30.91,Florida,Chairs,2023,North America,7
Furniture,Los Angeles,United States,CU-46980,Customer 2796,0.0,US,1,2021-08-31 00:00:00.000,US-2021-266258,Medium,FUR-67798,Furnishings Product 164,385.263,4,East,2797,2989.84,Consumer,2021-09-05 00:00:00.000,Same Day,49.96,Illinois,Furnishings,2021,North America,35
Furniture,Miami,United States,CU-56617,Customer 2797,0.05,US,1,2023-11-30 00:00:00.000,US-2023-888114,High,FUR-31774,Furnishings Product 775,1502.6669,8,South,2798,7363.29,Corporate,2023-12-03 00:00:00.000,Second Class,5.53,New York,Furnishings,2023,North America,48
Furniture,New York,United States,CU-90921,Customer 2798,0.4,US,1,2022-01-20 00:00:00.000,US-2022-982861,Critical,FUR-15243,Tables Product 712,-733.1093,9,West,2799,3159.32,Corporate,2022-01-24 00:00:00.000,Same Day,26.7,Texas,Tables,2022,North America,3
Furniture,Los Angeles,United States,CU-22048,Customer 2799,0.25,US,1,2020-09-08 00:00:00.000,US-2020-200524,High,FUR-46694,Furnishings Product 832,522.9646,4,East,2800,2107.42,Consumer,2020-09-11 00:00:00.000,Standard Class,21.67,Florida,Furnishings,2020,North America,37
Furniture,New York,United States,CU-77072,Customer 2800,0.0,US,1,2023-08-02 00:00:00.000,US-2023-352666,High,FUR-79114,Chairs Product 736,2037.0287,9,West,2801,8423.71,Corporate,2023-08-08 00:00:00.000,Standard Class,28.91,Texas,Chairs,2023,North America,31
Furniture,Chicago,United States,CU-27430,Customer 2801,0.4,US,1,2022-07-07 00:00:00.000,US-2022-466415,High,FUR-31236,Tables Product 648,1428.447,10,South,2802,4514.3,Corporate,2022-07-17 00:00:00.000,First Class,26.74,Texas,Tables,2022,North America,27
Office Supplies,New York,United States,CU-52965,Customer 2802,0.5,US,1,2022-09-04 00:00:00.000,US-2022-164729,Critical,OFF-78484,Paper Product 883,368.1974,5,Central,2803,1649.92,Consumer,2022-09-11 00:00:00.000,Same Day,35.24,Illinois,Paper,2022,North America,35
Furniture,Los Angeles,United States,CU-88035,Customer 2803,0.5,US,1,2021-11-14 00:00:00.000,US-2021-374243,High,FUR-24196,Tables Product 111,867.619,7,Central,2804,3726.03,Consumer,2021-11-24 00:00:00.000,Standard Class,40.0,Illinois,Tables,2021,North America,45
Technology,Chicago,United States,CU-11106,Customer 2804,0.4,US,1,2023-06-17 00:00:00.000,US-2023-859019,Medium,TEC-91617,Computers Product 985,873.2464,6,Central,2805,4287.21,Corporate,2023-06-23 00:00:00.000,Same Day,9.75,California,Computers,2023,North America,24
Office Supplies,Miami,United States,CU-59318,Customer 2805,0.25,US,1,2021-12-19 00:00:00.000,US-2021-180013,Medium,OFF-99653,Supplies Product 647,176.2626,4,East,2806,2730.81,Corporate,2021-12-20 00:00:00.000,Standard Class,37.32,Illinois,Supplies,2021,North America,50
Technology,Chicago,United States,CU-79544,Customer 2806,0.2,US,1,2022-09-14 00:00:00.000,US-2022-114899,Critical,TEC-84486,Accessories Product 800,64.2338,2,Central,2807,518.16,Corporate,2022-09-18 00:00:00.000,First Class,27.19,California,Accessories,2022,North America,37
Technology,Los Angeles,United States,CU-64015,Customer 2807,0.15,US,1,2021-01-23 00:00:00.000,US-2021-973992,Critical,TEC-87471,Accessories Product 59,-2227.5162,8,West,2808,12039.08,Consumer,2021-02-01 00:00:00.000,Standard Class,28.81,Florida,Accessories,2021,North America,3
Furniture,Miami,United States,CU-16200,Customer 2808,0.4,US,1,2023-03-15 00:00:00.000,US-2023-188432,Low,FUR-12126,Furnishings Product 993,1269.6311,6,East,2809,5728.91,Corporate,2023-03-22 00:00:00.000,Second Class,23.62,California,Furnishings,2023,North America,11
Office Supplies,Chicago,United States,CU-62196,Customer 2809,0.05,US,1,2023-11-12 00:00:00.000,US-2023-499798,Low,OFF-81326,Supplies Product 9,1427.283,9,South,2810,7945.34,Corporate,2023-11-19 00:00:00.000,Standard Class,35.4,California,Supplies,2023,North America,45
Technology,Los Angeles,United States,CU-25298,Customer 2810,0.0,US,1,2022-10-20 00:00:00.000,US-2022-277496,Critical,TEC-83348,Phones Product 849,-70.4231,2,Central,2811,268.19,Consumer,2022-10-24 00:00:00.000,Same Day,11.32,California,Phones,2022,North America,42
Office Supplies,Los Angeles,United States,CU-10680,Customer 2811,0.3,US,1,2023-01-23 00:00:00.000,US-2023-920928,Critical,OFF-70712,Paper Product 447,1832.9556,10,Central,2812,12727.7,Consumer,2023-02-02 00:00:00.000,Standard Class,31.46,California,Paper,2023,North America,4
Office Supplies,Chicago,United States,CU-57553,Customer 2812,0.3,US,1,2021-09-16 00:00:00.000,US-2021-217517,Critical,OFF-43723,Supplies Product 792,115.4398,4,West,2813,470.18,Consumer,2021-09-19 00:00:00.000,Standard Class,38.47,Texas,Supplies,2021,North America,37
Office Supplies,New York,United States,CU-49508,Customer 2813,0.4,US,1,2020-08-10 00:00:00.000,US-2020-924907,Critical,OFF-51437,Art Product 335,8.4831,1,South,2814,81.12,Consumer,2020-08-11 00:00:00.000,Same Day,19.7,Florida,Art,2020,North America,33
Technology,New York,United States,CU-90961,Customer 2814,0.2,US,1,2021-10-28 00:00:00.000,US-2021-977789,High,TEC-10258,Accessories Product 902,-1516.4651,9,East,2815,12019.13,Home Office,2021-10-31 00:00:00.000,Standard Class,47.64,Illinois,Accessories,2021,North America,43
Furniture,New York,United States,CU-75953,Customer 2815,0.1,US,1,2021-05-16 00:00:00.000,US-2021-564133,Critical,FUR-26377,Tables Product 865,-1280.3014,4,Central,2816,6948.21,Home Office,2021-05-20 00:00:00.000,Second Class,19.42,Florida,Tables,2021,North America,19
Technology,New York,United States,CU-65746,Customer 2816,0.1,US,1,2023-06-14 00:00:00.000,US-2023-972102,Critical,TEC-46709,Phones Product 315,465.911,1,East,2817,1445.35,Consumer,2023-06-23 00:00:00.000,Same Day,23.69,California,Phones,2023,North America,24
Technology,New York,United States,CU-60684,Customer 2817,0.2,US,1,2023-06-13 00:00:00.000,US-2023-537695,Critical,TEC-68866,Computers Product 776,64.8251,10,South,2818,1063.55,Home Office,2023-06-20 00:00:00.000,Standard Class,31.04,Florida,Computers,2023,North America,24
Technology,Miami,United States,CU-64398,Customer 2818,0.05,US,1,2023-08-25 00:00:00.000,US-2023-412271,High,TEC-43689,Machines Product 851,179.8382,1,West,2819,599.12,Home Office,2023-08-31 00:00:00.000,Second Class,10.54,Illinois,Machines,2023,North America,34
Office Supplies,Miami,United States,CU-86285,Customer 2819,0.4,US,1,2020-08-29 00:00:00.000,US-2020-322191,Medium,OFF-78304,Art Product 931,83.1099,2,Central,2820,597.34,Corporate,2020-09-06 00:00:00.000,First Class,25.95,Florida,Art,2020,North America,35
Technology,Houston,United States,CU-47963,Customer 2820,0.5,US,1,2021-06-10 00:00:00.000,US-2021-549152,High,TEC-54926,Computers Product 644,-320.719,5,East,2821,3787.02,Corporate,2021-06-15 00:00:00.000,Same Day,39.58,Florida,Computers,2021,North America,23
Office Supplies,New York,United States,CU-83853,Customer 2821,0.2,US,1,2023-08-10 00:00:00.000,US-2023-408161,High,OFF-36377,Paper Product 568,109.9649,4,East,2822,669.6,Home Office,2023-08-19 00:00:00.000,Standard Class,43.3,California,Paper,2023,North America,32
Technology,New York,United States,CU-78662,Customer 2822,0.3,US,1,2021-03-23 00:00:00.000,US-2021-727751,Critical,TEC-57820,Computers Product 789,1753.9185,9,East,2823,4439.78,Consumer,2021-03-31 00:00:00.000,First Class,39.84,Texas,Computers,2021,North America,12
Office Supplies,New York,United States,CU-61998,Customer 2823,0.0,US,1,2023-12-04 00:00:00.000,US-2023-176782,Low,OFF-57897,Art Product 689,822.1897,2,Central,2824,2466.69,Home Office,2023-12-12 00:00:00.000,Second Class,26.0,California,Art,2023,North America,49
Furniture,Los Angeles,United States,CU-56354,Customer 2824,0.5,US,1,2021-12-30 00:00:00.000,US-2021-355170,High,FUR-31031,Chairs Product 562,514.7741,2,West,2825,1499.9,Corporate,2022-01-01 00:00:00.000,Standard Class,14.53,California,Chairs,2021,North America,52
Technology,Los Angeles,United States,CU-12972,Customer 2825,0.3,US,1,2023-03-27 00:00:00.000,US-2023-487054,Critical,TEC-89364,Accessories Product 772,900.4602,4,South,2826,4350.66,Home Office,2023-03-30 00:00:00.000,Same Day,33.69,Texas,Accessories,2023,North America,13
Technology,Los Angeles,United States,CU-39528,Customer 2826,0.2,US,1,2023-08-12 00:00:00.000,US-2023-245045,Low,TEC-98779,Accessories Product 385,289.8175,5,West,2827,4642.85,Consumer,2023-08-18 00:00:00.000,Standard Class,25.67,California,Accessories,2023,North America,32
Furniture,Chicago,United States,CU-61586,Customer 2827,0.5,US,1,2020-01-18 00:00:00.000,US-2020-949191,Critical,FUR-64680,Storage Product 755,298.5732,3,East,2828,2505.13,Corporate,2020-01-22 00:00:00.000,Same Day,12.42,New York,Storage,2020,North America,3
Office Supplies,Los Angeles,United States,CU-34372,Customer 2828,0.5,US,1,2022-07-28 00:00:00.000,US-2022-552852,High,OFF-27567,Paper Product 607,402.5869,8,West,2829,2744.05,Corporate,2022-08-01 00:00:00.000,Second Class,16.98,California,Paper,2022,North America,30
Technology,Houston,United States,CU-27611,Customer 2829,0.15,US,1,2021-02-11 00:00:00.000,US-2021-824069,High,TEC-50715,Machines Product 894,561.4118,9,Central,2830,7782.82,Home Office,2021-02-12 00:00:00.000,Same Day,27.37,California,Machines,2021,North America,6
Furniture,Chicago,United States,CU-31225,Customer 2830,0.25,US,1,2021-08-22 00:00:00.000,US-2021-783347,High,FUR-53742,Storage Product 837,844.3029,3,South,2831,2210.07,Corporate,2021-09-01 00:00:00.000,Second Class,26.79,Illinois,Storage,2021,North America,33
Furniture,Houston,United States,CU-87535,Customer 2831,0.2,US,1,2020-02-24 00:00:00.000,US-2020-740771,Critical,FUR-25525,Tables Product 113,-1042.1502,3,East,2832,3501.33,Corporate,2020-03-03 00:00:00.000,First Class,18.51,Texas,Tables,2020,North America,9
Furniture,Los Angeles,United States,CU-87929,Customer 2832,0.5,US,1,2021-12-10 00:00:00.000,US-2021-285310,Medium,FUR-41052,Storage Product 581,294.0218,7,Central,2833,3100.89,Corporate,2021-12-16 00:00:00.000,Second Class,38.48,Illinois,Storage,2021,North America,49
